condition,trial,host_write_us,host_recv_us,dev_rise_us,n_events,overflow
load,2079,45178011.235,45179375.180,46237584,1,false
load,2080,45198527.658,45199862.530,46258072,1,false
load,2081,45219009.346,45220297.563,46278540,1,false
load,2082,45239431.240,45240866.805,46298944,1,false
load,2083,45260007.224,45261291.412,46319492,1,false
load,2084,45280433.249,45281764.586,46339900,1,false
load,2085,45300915.470,45302253.998,46360368,1,false
load,2086,45321411.730,45323764.646,46380848,1,false
load,2087,45341870.768,45343204.612,46401284,1,false
load,2088,45362374.728,45363672.330,46421764,1,false
load,2089,45382792.870,45384153.689,46442168,1,false
load,2090,45403298.165,45404645.323,46462648,1,false
load,2091,45423792.768,45425105.562,46483120,1,false
load,2092,45444223.591,45445606.826,46503532,1,false
load,2093,45464733.703,45466052.438,46524092,1,false
load,2094,45485172.839,45486768.073,46544440,1,false
load,2095,45505926.447,45507032.290,46565176,1,false
load,2096,45526182.557,45527511.281,46585412,1,false
load,2097,45546666.742,45547983.394,46605876,1,false
load,2098,45567168.755,45568463.278,46626356,1,false
load,2099,45587623.984,45588929.346,46646788,1,false
load,2100,45608092.101,45609427.069,46667244,1,false
load,2101,45628587.581,45629886.190,46687720,1,false
load,2102,45649041.891,45650380.204,46708152,1,false
load,2103,45669590.419,45670851.283,46728680,1,false
load,2104,45690011.443,45691322.377,46749080,1,false
load,2105,45710487.294,45711895.172,46769536,1,false
load,2106,45731052.281,45732305.953,46790076,1,false
load,2107,45751461.526,45752783.019,46810464,1,false
load,2108,45771945.573,45774766.590,46830932,1,false
load,2109,45792926.232,45797860.683,46851892,1,false
load,2110,45813004.879,45814193.931,46871956,1,false
load,2111,45833350.310,45834712.971,46892280,1,false
load,2112,45853848.039,45855162.121,46912760,1,false
load,2113,45874308.893,45875639.022,46933200,1,false
load,2114,45894793.694,45896120.674,46953668,1,false
load,2115,45915289.132,45916629.485,46974136,1,false
load,2116,45935789.427,45938090.994,46994624,1,false
load,2117,45956230.909,45958771.456,47015040,1,false
load,2118,45976927.481,45978055.264,47035716,1,false
load,2119,45997207.152,45998538.176,47055976,1,false
load,2120,46017688.496,46019022.605,47076436,1,false
load,2121,46038188.647,46039464.387,47096920,1,false
load,2122,46058617.636,46059973.264,47117328,1,false
load,2123,46079144.580,46080457.399,47137828,1,false
load,2124,46099612.595,46100926.982,47158292,1,false
load,2125,46120082.380,46121379.498,47178732,1,false
load,2126,46140533.797,46141896.316,47199164,1,false
load,2127,46161126.792,46162339.674,47219740,1,false
load,2128,46181508.498,46182847.911,47240092,1,false
load,2129,46202003.250,46203330.976,47260568,1,false
load,2130,46222479.754,46223862.644,47281028,1,false
load,2131,46243033.637,46244833.459,47301556,1,false
load,2132,46264061.415,46269801.040,47322568,1,false
load,2133,46284976.671,46289798.865,47343464,1,false
load,2134,46305972.555,46310793.351,47364436,1,false
load,2135,46326955.520,46330781.021,47385400,1,false
load,2136,46347933.011,46350776.054,47406364,1,false
load,2137,46368929.196,46371776.034,47427332,1,false
load,2138,46389928.341,46391775.348,47448312,1,false
load,2139,46410926.077,46412779.590,47469296,1,false
load,2140,46431943.075,46436767.534,47490284,1,false
load,2141,46452921.331,46457270.270,47511244,1,false
load,2142,46473424.829,46477732.009,47531732,1,false
load,2143,46493846.507,46498224.341,47552136,1,false
load,2144,46514376.128,46518677.839,47572644,1,false
load,2145,46534846.096,46539153.261,47593092,1,false
load,2146,46555309.539,46559654.350,47613532,1,false
load,2147,46575794.281,46580162.527,47634000,1,false
load,2148,46596315.851,46600599.799,47654500,1,false
load,2149,46616766.571,46621081.173,47674956,1,false
load,2150,46637240.623,46641581.901,47695384,1,false
load,2151,46657763.191,46662067.693,47715916,1,false
load,2152,46678233.575,46682546.760,47736336,1,false
load,2153,46698709.269,46703014.328,47756796,1,false
load,2154,46719165.300,46723506.260,47777228,1,false
load,2155,46739670.858,46743983.051,47797712,1,false
load,2156,46760160.526,46764469.670,47818188,1,false
load,2157,46780638.941,46784934.233,47838644,1,false
load,2158,46801321.436,46805420.873,47859304,1,false
load,2159,46821571.917,46825895.697,47879540,1,false
load,2160,46842048.898,46846391.671,47899992,1,false
load,2161,46862545.549,46866850.727,47920468,1,false
load,2162,46883007.715,46887318.813,47940912,1,false
load,2163,46903484.815,46907853.851,47961364,1,false
load,2164,46924007.771,46928295.197,47981868,1,false
load,2165,46944459.660,46948771.322,48002304,1,false
load,2166,46964923.256,46969230.001,48022744,1,false
load,2167,46985382.920,46989723.219,48043188,1,false
load,2168,47005853.458,47010189.200,48063644,1,false
load,2169,47026345.334,47030677.299,48084108,1,false
load,2170,47046855.531,47051141.586,48104600,1,false
load,2171,47067296.076,47071637.736,48125020,1,false
load,2172,47087789.366,47092133.044,48145492,1,false
load,2173,47108282.615,47112581.574,48165968,1,false
load,2174,47128767.281,47133065.319,48186456,1,false
load,2175,47149222.468,47153621.246,48206872,1,false
load,2176,47169768.771,47174027.061,48227416,1,false
load,2177,47190183.639,47194540.653,48247788,1,false
load,2178,47210688.755,47214990.828,48268268,1,false
load,2179,47231147.530,47235453.402,48288716,1,false
load,2180,47251607.389,47255925.471,48309156,1,false
load,2181,47272082.172,47276422.937,48329604,1,false
load,2182,47292580.040,47296911.633,48350080,1,false
load,2183,47313077.278,47317370.481,48370564,1,false
load,2184,47333526.343,47337857.233,48390988,1,false
load,2185,47354010.541,47358337.518,48411460,1,false
load,2186,47374486.362,47378860.741,48431908,1,false
load,2187,47395013.156,47399337.624,48452420,1,false
load,2188,47415501.146,47419859.220,48472888,1,false
load,2189,47436011.891,47440241.642,48493376,1,false
load,2190,47456398.614,47460711.242,48513744,1,false
load,2191,47476857.376,47481216.818,48534180,1,false
load,2192,47497366.943,47501712.834,48554672,1,false
load,2193,47517868.408,47522154.583,48575152,1,false
load,2194,47538311.860,47542668.731,48595580,1,false
load,2195,47558791.781,47563175.797,48616044,1,false
load,2196,47579339.042,47583594.993,48636564,1,false
load,2197,47599749.590,47604073.353,48656992,1,false
load,2198,47620243.499,47624590.662,48677428,1,false
load,2199,47640741.216,47645073.045,48697964,1,false
load,2200,47661245.011,47665550.313,48718388,1,false
load,2201,47681705.952,47685997.871,48738832,1,false
load,2202,47702158.925,47706504.127,48759264,1,false
load,2203,47722663.841,47726972.171,48779752,1,false
load,2204,47743175.869,47747480.210,48800248,1,false
load,2205,47763641.818,47767951.554,48820688,1,false
load,2206,47784116.897,47788420.460,48841140,1,false
load,2207,47804571.218,47808894.256,48861576,1,false
load,2208,47825062.306,47829378.679,48882052,1,false
load,2209,47845531.604,47849845.938,48902500,1,false
load,2210,47866040.178,47870342.101,48922988,1,false
load,2211,47886526.270,47890858.808,48943456,1,false
load,2212,47907013.304,47911286.148,48963916,1,false
load,2213,47927441.706,47931789.978,48984324,1,false
load,2214,47947949.782,47952221.478,49004812,1,false
load,2215,47968375.299,47972719.560,49025224,1,false
load,2216,47988850.177,47993185.880,49045672,1,false
load,2217,48009336.702,48013672.570,49066144,1,false
load,2218,48029876.411,48034144.458,49086660,1,false
load,2219,48050296.031,48054627.536,49107056,1,false
load,2220,48070783.662,48075115.827,49127528,1,false
load,2221,48091599.337,48095596.861,49148320,1,false
load,2222,48111749.491,48116106.287,49168488,1,false
load,2223,48132259.625,48136549.357,49188944,1,false
load,2224,48152705.073,48157015.528,49209376,1,false
load,2225,48173170.061,48177499.284,49229812,1,false
load,2226,48193653.017,48197999.254,49250288,1,false
load,2227,48214155.221,48218455.015,49270764,1,false
load,2228,48234616.717,48238970.677,49291196,1,false
load,2229,48255119.778,48259413.943,49311680,1,false
load,2230,48275566.406,48279887.132,49332112,1,false
load,2231,48296059.308,48300375.417,49352588,1,false
load,2232,48316535.383,48320844.880,49373044,1,false
load,2233,48337003.104,48341355.343,49393488,1,false
load,2234,48357505.090,48361857.950,49413968,1,false
load,2235,48378011.384,48382282.447,49434456,1,false
load,2236,48398437.797,48402752.842,49454864,1,false
load,2237,48418899.506,48423243.701,49475304,1,false
load,2238,48439397.794,48443763.594,49495784,1,false
load,2239,48459909.301,48464229.096,49516276,1,false
load,2240,48480383.958,48484683.208,49536728,1,false
load,2241,48500864.220,48505156.938,49557188,1,false
load,2242,48521307.031,48525625.084,49577620,1,false
load,2243,48541790.601,48546169.548,49598076,1,false
load,2244,48562333.342,48566604.087,49618604,1,false
load,2245,48582755.997,48587093.801,49639028,1,false
load,2246,48603251.475,48607579.458,49659476,1,false
load,2247,48623739.526,48628061.811,49679992,1,false
load,2248,48644311.538,48648504.660,49700504,1,false
load,2249,48664657.461,48669010.460,49720824,1,false
load,2250,48685161.999,48689515.389,49741312,1,false
load,2251,48705669.413,48709971.416,49761796,1,false
load,2252,48726132.107,48730459.967,49782244,1,false
load,2253,48746634.304,48750922.458,49802716,1,false
load,2254,48767074.768,48771408.542,49823140,1,false
load,2255,48787567.490,48791888.272,49843608,1,false
load,2256,48808041.055,48812794.305,49864068,1,false
load,2257,48828951.715,48833778.194,49884952,1,false
load,2258,48849934.551,48853775.258,49905920,1,false
load,2259,48870931.869,48874778.482,49926896,1,false
load,2260,48891939.710,48894777.157,49947880,1,false
load,2261,48912951.767,48914775.460,49968872,1,false
load,2262,48933925.975,48935513.354,49989828,1,false
load,2263,48954669.918,48955775.481,50010556,1,false
load,2264,48974926.071,48976774.665,50030784,1,false
load,2265,48995955.484,49000770.799,50051792,1,false
load,2266,49016919.715,49021433.190,50072744,1,false
load,2267,49037582.648,49041776.372,50093384,1,false
load,2268,49057933.063,49062778.098,50113716,1,false
load,2269,49078937.162,49082782.198,50134700,1,false
load,2270,49099931.514,49103773.475,50155676,1,false
load,2271,49120929.016,49123775.967,50176644,1,false
load,2272,49141928.591,49144358.996,50197624,1,false
load,2273,49162511.998,49164777.014,50218196,1,false
load,2274,49182931.165,49185776.777,50238588,1,false
load,2275,49203928.476,49205776.043,50259564,1,false
load,2276,49224929.461,49226779.010,50280548,1,false
load,2277,49245934.277,49250778.708,50301536,1,false
load,2278,49266929.251,49271773.926,50322508,1,false
load,2279,49287929.415,49291775.318,50343488,1,false
load,2280,49308921.049,49313771.949,50364452,1,false
load,2281,49329931.010,49332768.441,50385444,1,false
load,2282,49350990.475,49354772.026,50406484,1,false
load,2283,49371927.485,49374768.672,50427404,1,false
load,2284,49392919.652,49395775.576,50448376,1,false
load,2285,49413929.745,49418771.781,50469364,1,false
load,2286,49434921.266,49440768.837,50490336,1,false
load,2287,49455919.170,49460771.212,50511316,1,false
load,2288,49476924.832,49481771.044,50532292,1,false
load,2289,49497934.848,49501770.952,50553288,1,false
load,2290,49518921.249,49522770.048,50574260,1,false
load,2291,49539930.623,49542772.341,50595240,1,false
load,2292,49560932.631,49566769.514,50616220,1,false
load,2293,49581918.473,49587779.346,50637188,1,false
load,2294,49602935.144,49608771.492,50658184,1,false
load,2295,49623927.965,49628772.589,50679152,1,false
load,2296,49644933.563,49649771.503,50700136,1,false
load,2297,49665920.440,49669771.365,50721108,1,false
load,2298,49686920.519,49689811.056,50742088,1,false
load,2299,49707952.064,49710770.214,50763100,1,false
load,2300,49728924.624,49735767.864,50784052,1,false
load,2301,49749923.539,49755772.699,50805032,1,false
load,2302,49770928.468,49776768.654,50826016,1,false
load,2303,49791927.010,49796770.655,50846992,1,false
load,2304,49812926.238,49816774.893,50867968,1,false
load,2305,49833928.995,49836781.264,50888956,1,false
load,2306,49854937.811,49858770.495,50909940,1,false
load,2307,49875921.417,49878769.282,50930908,1,false
load,2308,49896922.472,49903768.192,50951880,1,false
load,2309,49917921.123,49923771.624,50972864,1,false
load,2310,49938925.820,49944771.071,50993844,1,false
load,2311,49959918.691,49964769.130,51014824,1,false
load,2312,49980921.659,49984772.499,51035808,1,false
load,2313,50001964.502,50005771.386,51056824,1,false
load,2314,50022923.145,50025770.551,51077764,1,false
load,2315,50043917.774,50046770.358,51098736,1,false
load,2316,50064932.874,50070769.379,51119732,1,false
load,2317,50085919.157,50091772.315,51140692,1,false
load,2318,50106925.780,50110777.863,51161684,1,false
load,2319,50127939.140,50131776.400,51182676,1,false
load,2320,50148930.168,50151818.990,51203652,1,false
load,2321,50169980.503,50172792.801,51224680,1,false
load,2322,50190970.292,50192773.887,51245644,1,false
load,2323,50211940.020,50213774.606,51266592,1,false
load,2324,50232931.562,50237773.292,51287568,1,false
load,2325,50253934.902,50258776.732,51308552,1,false
load,2326,50274933.241,50278772.585,51329528,1,false
load,2327,50295932.418,50299776.307,51350500,1,false
load,2328,50316926.752,50319776.122,51371480,1,false
load,2329,50337925.054,50340774.323,51392456,1,false
load,2330,50358925.238,50360773.077,51413440,1,false
load,2331,50379931.430,50381775.399,51434428,1,false
load,2332,50400927.161,50405774.882,51455396,1,false
load,2333,50421929.545,50426770.345,51476384,1,false
load,2334,50442923.640,50446775.490,51497352,1,false
load,2335,50463924.942,50467773.617,51518332,1,false
load,2336,50484924.837,50487772.421,51539316,1,false
load,2337,50505928.096,50508779.235,51560296,1,false
load,2338,50526042.204,50528776.282,51580388,1,false
load,2339,50546937.797,50549772.036,51601268,1,false
load,2340,50567970.353,50569778.689,51622284,1,false
load,2341,50588949.571,50594770.708,51643240,1,false
load,2342,50609926.504,50614775.796,51664192,1,false
load,2343,50630928.057,50635777.285,51685172,1,false
load,2344,50651931.031,50655774.255,51706152,1,false
load,2345,50672931.189,50676774.103,51727132,1,false
load,2346,50693927.678,50696775.239,51748116,1,false
load,2347,50714940.958,50717778.475,51769100,1,false
load,2348,50735932.568,50737774.893,51790080,1,false
load,2349,50756935.671,50762073.316,51811060,1,false
load,2350,50777270.402,50778778.195,51831376,1,false
load,2351,50797945.145,50803778.191,51852028,1,false
load,2352,50818939.196,50823776.956,51873004,1,false
load,2353,50839936.587,50844780.842,51893980,1,false
load,2354,50860946.561,50864788.470,51914968,1,false
load,2355,50881957.963,50885779.711,51935960,1,false
load,2356,50902955.167,50905777.390,51956940,1,false
load,2357,50923930.645,50926775.103,51977896,1,false
load,2358,50944928.270,50946775.685,51998868,1,false
load,2359,50965988.560,50971773.574,52019912,1,false
load,2360,50986923.863,50991774.303,52040824,1,false
load,2361,51007929.288,51012750.280,52061808,1,false
load,2362,51028909.394,51032778.310,52082768,1,false
load,2363,51049940.377,51053774.140,52103780,1,false
load,2364,51070935.116,51073774.929,52124756,1,false
load,2365,51091938.477,51093775.852,52145732,1,false
load,2366,51112936.215,51114775.485,52166708,1,false
load,2367,51133919.935,51138772.634,52187676,1,false
load,2368,51154929.272,51159776.901,52208664,1,false
load,2369,51175930.977,51179778.780,52229648,1,false
load,2370,51196933.743,51200777.302,52250632,1,false
load,2371,51217932.867,51220775.976,52271604,1,false
load,2372,51238914.456,51241773.867,52292568,1,false
load,2373,51259926.103,51261775.842,52313556,1,false
load,2374,51280928.668,51282776.053,52334536,1,false
load,2375,51301937.334,51306773.377,52355524,1,false
load,2376,51322924.916,51327780.498,52376492,1,false
load,2377,51343933.355,51347776.874,52397480,1,false
load,2378,51364928.810,51368781.738,52418464,1,false
load,2379,51385939.008,51388778.450,52439452,1,false
load,2380,51406929.559,51409774.339,52460416,1,false
load,2381,51427946.642,51429599.395,52481416,1,false
load,2382,51448771.631,51450061.988,52502228,1,false
load,2383,51469218.599,51470536.438,52522644,1,false
load,2384,51489695.754,51491045.500,52543108,1,false
load,2385,51510198.164,51511492.914,52563584,1,false
load,2386,51530656.613,51531961.656,52584028,1,false
load,2387,51551119.993,51552481.639,52604468,1,false
load,2388,51571629.739,51572925.977,52624960,1,false
load,2389,51592074.356,51593402.194,52645384,1,false
load,2390,51612557.215,51613883.550,52665848,1,false
load,2391,51633047.083,51634399.721,52686320,1,false
load,2392,51653560.598,51654875.803,52706804,1,false
load,2393,51674031.409,51675319.376,52727264,1,false
load,2394,51694485.369,51695837.725,52747700,1,false
load,2395,51714995.457,51717770.493,52768184,1,false
load,2396,51735924.224,51740836.114,52789092,1,false
load,2397,51755944.279,51757262.276,52809092,1,false
load,2398,51776420.411,51777754.091,52829548,1,false
load,2399,51796925.916,51799764.548,52850036,1,false
load,2400,51817920.962,51822766.233,52871008,1,false
load,2401,51838925.323,51844778.132,52891996,1,false
load,2402,51859931.445,51863745.950,52912984,1,false
load,2403,51880852.517,51884239.038,52933880,1,false
load,2404,51901370.749,51904713.974,52954380,1,false
load,2405,51921867.941,51925765.240,52974852,1,false
load,2406,51942921.217,51945677.050,52995888,1,false
load,2407,51963856.275,51966147.772,53016808,1,false
load,2408,51984287.066,51986617.027,53037216,1,false
load,2409,52004787.494,52009768.907,53057680,1,false
load,2410,52024917.045,52027588.603,53077800,1,false
load,2411,52045713.571,52048057.908,53098644,1,false
load,2412,52066216.485,52068542.462,53119056,1,false
load,2413,52086695.327,52089001.621,53139528,1,false
load,2414,52107155.828,52109484.376,53159964,1,false
load,2415,52127648.642,52132776.676,53180440,1,false
load,2416,52147930.545,52150441.997,53200692,1,false
load,2417,52168573.664,52170924.748,53221316,1,false
load,2418,52189084.559,52191437.688,53241804,1,false
load,2419,52209587.820,52211912.470,53262292,1,false
load,2420,52230067.150,52232374.161,53282756,1,false
load,2421,52250500.275,52252846.635,53303168,1,false
load,2422,52271004.096,52273317.661,53323648,1,false
load,2423,52291433.965,52293837.334,53344060,1,false
load,2424,52312020.788,52314278.195,53364632,1,false
load,2425,52334801.313,52338881.665,53387388,1,false
load,2426,52355014.503,52359363.120,53407580,1,false
load,2427,52375526.381,52379856.706,53428072,1,false
load,2428,52396012.365,52400797.094,53448532,1,false
load,2429,52416966.989,52420869.801,53469468,1,false
load,2430,52436974.256,52441291.114,53489456,1,false
load,2431,52457397.590,52461766.899,53509864,1,false
load,2432,52477930.265,52482220.299,53530380,1,false
load,2433,52498359.830,52502709.908,53550784,1,false
load,2434,52518864.977,52524767.791,53571264,1,false
load,2435,52538914.651,52543662.661,53591296,1,false
load,2436,52559854.986,52564162.168,53612216,1,false
load,2437,52580283.547,52584620.825,53632628,1,false
load,2438,52600794.577,52605767.936,53653116,1,false
load,2439,52620928.219,52625571.702,53673236,1,false
load,2440,52641733.695,52646062.526,53694064,1,false
load,2441,52662217.062,52667785.939,53714484,1,false
load,2442,52682944.942,52687024.513,53735188,1,false
load,2443,52703175.871,52707482.386,53755408,1,false
load,2444,52723644.449,52727997.633,53775856,1,false
load,2445,52744149.767,52748452.269,53796336,1,false
load,2446,52764606.753,52768922.429,53816768,1,false
load,2447,52785089.754,52789419.588,53837236,1,false
load,2448,52805568.801,52809885.532,53857692,1,false
load,2449,52826072.496,52830383.974,53878180,1,false
load,2450,52846546.282,52850843.004,53898628,1,false
load,2451,52866993.599,52871326.722,53919064,1,false
load,2452,52887478.821,52891834.119,53939524,1,false
load,2453,52908035.603,52912304.750,53960052,1,false
load,2454,52928503.252,52932757.883,53980508,1,false
load,2455,52949151.638,52953262.114,54001136,1,false
load,2456,52969418.836,52973705.866,54021384,1,false
load,2457,52989850.098,52994247.864,54041796,1,false
load,2458,53010420.277,53014653.934,54062344,1,false
load,2459,53030795.786,53035187.010,54082700,1,false
load,2460,53051344.636,53055612.857,54103228,1,false
load,2461,53071764.321,53076133.324,54123636,1,false
load,2462,53092288.816,53096592.794,54144132,1,false
load,2463,53112741.199,53117093.562,54164600,1,false
load,2464,53133251.965,53137586.907,54185056,1,false
load,2465,53153743.846,53158225.699,54205560,1,false
load,2466,53174413.819,53178501.942,54226172,1,false
load,2467,53194654.424,53199014.612,54246400,1,false
load,2468,53215166.580,53219449.328,54266896,1,false
load,2469,53235601.834,53239971.582,54287304,1,false
load,2470,53256127.245,53260439.300,54307808,1,false
load,2471,53276592.008,53280895.202,54328260,1,false
load,2472,53297052.322,53301406.025,54348696,1,false
load,2473,53317566.489,53321884.612,54369192,1,false
load,2474,53338042.793,53342354.712,54389652,1,false
load,2475,53358508.547,53362846.224,54410092,1,false
load,2476,53379004.196,53383299.032,54430572,1,false
load,2477,53399465.516,53403846.463,54451008,1,false
load,2478,53420012.845,53424269.926,54471540,1,false
load,2479,53440419.739,53444751.648,54491928,1,false
load,2480,53460926.487,53465242.086,54512412,1,false
load,2481,53481390.620,53485698.124,54532856,1,false
load,2482,53501858.848,53506190.995,54553304,1,false
load,2483,53522345.790,53526664.916,54573768,1,false
load,2484,53542794.062,53547142.962,54594192,1,false
load,2485,53563311.856,53567608.917,54614696,1,false
load,2486,53583769.212,53588101.947,54635136,1,false
load,2487,53604269.791,53608589.374,54655612,1,false
load,2488,53624745.231,53629053.104,54676092,1,false
load,2489,53645212.849,53649527.090,54696520,1,false
load,2490,53665687.193,53669998.029,54716984,1,false
load,2491,53686152.410,53690484.442,54737420,1,false
load,2492,53706646.598,53711001.755,54757888,1,false
load,2493,53727203.828,53731470.456,54778432,1,false
load,2494,53747618.038,53751906.635,54798824,1,false
load,2495,53768066.936,53772398.931,54819248,1,false
load,2496,53788555.706,53792876.878,54839716,1,false
load,2497,53809044.474,53813373.621,54860192,1,false
load,2498,53829546.437,53833850.524,54880672,1,false
load,2499,53850008.016,53854326.124,54901112,1,false
load,2500,53870485.518,53874833.071,54921572,1,false
load,2501,53890985.513,53895272.483,54942052,1,false
load,2502,53911419.068,53916769.721,54962464,1,false
load,2503,53931922.777,53936262.831,54982948,1,false
load,2504,53952416.267,53956706.566,55003420,1,false
load,2505,53972855.124,53977202.600,55023844,1,false
load,2506,53993348.748,53997678.203,55044316,1,false
load,2507,54013790.024,54018172.751,55064736,1,false
load,2508,54034326.169,54038800.792,55085248,1,false
load,2509,54054975.317,54059588.947,55105884,1,false
load,2510,54075788.699,54079785.450,55126672,1,false
load,2511,54095936.157,54100414.063,55146796,1,false
load,2512,54116567.315,54120782.730,55167408,1,false
load,2513,54137027.720,54141784.129,55187856,1,false
load,2514,54157936.924,54161779.950,55208740,1,false
load,2515,54178954.783,54182775.662,55229712,1,false
load,2516,54199925.641,54203772.968,55250692,1,false
load,2517,54220925.120,54224774.043,55271668,1,false
load,2518,54241930.837,54244793.376,55292652,1,false
load,2519,54262944.900,54269771.435,55313644,1,false
load,2520,54283928.741,54289339.899,55334608,1,false
load,2521,54304489.222,54310777.726,55355148,1,false
load,2522,54324931.673,54330777.486,55375568,1,false
load,2523,54345941.709,54351775.268,55396568,1,false
load,2524,54366927.130,54371775.604,55417528,1,false
load,2525,54387929.262,54392774.008,55438512,1,false
load,2526,54408927.439,54412781.219,55459484,1,false
load,2527,54429933.441,54433776.318,55480476,1,false
load,2528,54450932.946,54453775.635,55501448,1,false
load,2529,54471926.220,54478775.652,55522424,1,false
load,2530,54492940.666,54498538.218,55543416,1,false
load,2531,54513697.085,54519775.787,55564156,1,false
load,2532,54533928.893,54539776.218,55584368,1,false
load,2533,54554935.424,54560778.896,55605356,1,false
load,2534,54575940.513,54580773.644,55626336,1,false
load,2535,54596929.560,54600776.063,55647304,1,false
load,2536,54617932.744,54620813.136,55668284,1,false
load,2537,54638972.277,54641776.039,55689308,1,false
load,2538,54659938.371,54661773.536,55710256,1,false
load,2539,54680932.419,54685772.439,55731232,1,false
load,2540,54701943.073,54706277.049,55752212,1,false
load,2541,54722447.628,54726748.888,55772704,1,false
load,2542,54742904.115,54747198.394,55793132,1,false
load,2543,54763367.808,54767705.776,55813580,1,false
load,2544,54783859.254,54788179.210,55834048,1,false
load,2545,54804330.486,54808666.896,55854508,1,false
load,2546,54824791.419,54829131.478,55874944,1,false
load,2547,54845289.672,54850772.806,55895428,1,false
load,2548,54865926.349,54871261.217,55916040,1,false
load,2549,54886412.590,54890828.905,55936508,1,false
load,2550,54906987.257,54911800.762,55957060,1,false
load,2551,54927939.243,54932767.225,55978000,1,false
load,2552,54948914.966,54952474.144,55998944,1,false
load,2553,54969633.384,54973776.460,56019644,1,false
load,2554,54989915.438,54994028.000,56039908,1,false
load,2555,55010177.373,55014133.870,56060148,1,false
load,2556,55030232.393,55034465.277,56080184,1,false
load,2557,55050585.297,55054770.709,56100524,1,false
load,2558,55070942.129,55076768.115,56120856,1,false
load,2559,55091869.670,55095892.544,56141760,1,false
load,2560,55112063.567,55117770.884,56161932,1,false
load,2561,55132930.615,55137772.246,56182780,1,false
load,2562,55153920.838,55158775.691,56203756,1,false
load,2563,55174931.455,55178769.685,56224740,1,false
load,2564,55195933.173,55197834.718,56245720,1,false
load,2565,55216938.357,55218252.286,56266708,1,false
load,2566,55237362.426,55238701.474,56287112,1,false
load,2567,55257858.617,55259213.119,56307588,1,false
load,2568,55278378.516,55280767.269,56328088,1,false
load,2569,55298917.576,55300123.267,56348604,1,false
load,2570,55319277.901,55320620.050,56368952,1,false
load,2571,55339776.576,55341127.612,56389424,1,false
load,2572,55360313.352,55361577.605,56409940,1,false
load,2573,55380746.998,55382087.541,56430380,1,false
load,2574,55401232.208,55402527.433,56450824,1,false
load,2575,55421668.032,55423039.472,56471236,1,false
load,2576,55442158.840,55443527.538,56491712,1,false
load,2577,55462658.175,55463995.200,56512184,1,false
load,2578,55483163.168,55484496.773,56532672,1,false
load,2579,55503646.201,55504953.919,56553144,1,false
load,2580,55524071.412,55525409.036,56573544,1,false
load,2581,55544572.295,55545911.023,56594020,1,false
load,2582,55565077.223,55566393.060,56614508,1,false
load,2583,55585508.712,55586869.357,56634924,1,false
load,2584,55606012.589,55607308.037,56655408,1,false
load,2585,55626441.241,55627839.154,56675820,1,false
load,2586,55647007.497,55648292.814,56696364,1,false
load,2587,55667437.861,55668825.327,56716768,1,false
load,2588,55687939.610,55689250.467,56737248,1,false
load,2589,55708369.218,55709743.025,56757660,1,false
load,2590,55728867.554,55730221.032,56778144,1,false
load,2591,55749458.868,55750708.633,56798716,1,false
load,2592,55769879.570,55771956.245,56819108,1,false
load,2593,55790082.425,55791793.048,56839296,1,false
load,2594,55810966.052,55812777.058,56860156,1,false
load,2595,55831930.234,55836711.000,56881104,1,false
load,2596,55852867.997,55857167.029,56902024,1,false
load,2597,55873301.703,55877651.994,56922432,1,false
load,2598,55893794.434,55898128.575,56942908,1,false
load,2599,55914290.255,55918639.705,56963380,1,false
load,2600,55934789.628,55939766.940,56983864,1,false
load,2601,55954933.009,55959574.426,57003988,1,false
load,2602,55975729.696,55981052.591,57024796,1,false
load,2603,55996230.254,56001772.537,57045244,1,false
load,2604,56016920.717,56021820.316,57065916,1,false
load,2605,56037932.838,56042772.682,57086908,1,false
load,2606,56058925.282,56063774.279,57107872,1,false
load,2607,56079932.976,56083772.406,57128864,1,false
load,2608,56100942.599,56103780.243,57149856,1,false
load,2609,56121939.346,56123897.592,57170828,1,false
load,2610,56141996.897,56145790.464,57190868,1,false
load,2611,56162931.514,56165769.989,57211784,1,false
load,2612,56183946.715,56190308.969,57232772,1,false
load,2613,56204468.515,56210782.055,57253276,1,false
load,2614,56224938.852,56230782.515,57273732,1,false
load,2615,56245950.783,56251245.041,57294720,1,false
load,2616,56266379.118,56272769.320,57315124,1,false
load,2617,56286866.208,56292774.398,57335592,1,false
load,2618,56307932.960,56313772.913,57356640,1,false
load,2619,56328927.466,56332860.185,57377612,1,false
load,2620,56348969.833,56354773.362,57397640,1,false
load,2621,56369924.678,56374772.290,57418572,1,false
load,2622,56390932.578,56393779.210,57439556,1,false
load,2623,56411939.519,56414915.582,57460540,1,false
load,2624,56432073.448,56434818.372,57480664,1,false
load,2625,56452936.932,56455823.827,57501504,1,false
load,2626,56473937.031,56475778.450,57522488,1,false
load,2627,56494925.468,56497692.311,57543448,1,false
load,2628,56515861.922,56520921.404,57564364,1,false
load,2629,56536072.380,56541186.003,57584560,1,false
load,2630,56556285.602,56557559.504,57604748,1,false
load,2631,56576714.771,56578053.264,57625216,1,false
load,2632,56597204.619,56598521.567,57645628,1,false
load,2633,56617639.501,56618992.573,57666048,1,false
load,2634,56638141.887,56639482.046,57686528,1,false
load,2635,56658642.418,56659951.352,57707004,1,false
load,2636,56679085.092,56680437.813,57727432,1,false
